id,question_type,layer,stage,reasoning_answer_cosine_distance,reasoning_answer_cosine_similarity
69,hidden_variable_identification,36,graph,0.086247,0.913753
69,hidden_variable_identification,0,patterns,0.137978,0.862022
69,hidden_variable_identification,1,patterns,0.014234,0.985766
69,hidden_variable_identification,2,patterns,0.015297,0.984703
69,hidden_variable_identification,3,patterns,0.0186,0.9814
69,hidden_variable_identification,4,patterns,0.021575,0.978425
69,hidden_variable_identification,5,patterns,0.017604,0.982396
69,hidden_variable_identification,6,patterns,0.014779,0.985221
69,hidden_variable_identification,7,patterns,0.001404,0.998596
69,hidden_variable_identification,8,patterns,0.001945,0.998055
69,hidden_variable_identification,9,patterns,0.002544,0.997456
69,hidden_variable_identification,10,patterns,0.002976,0.997024
69,hidden_variable_identification,11,patterns,0.003403,0.996597
69,hidden_variable_identification,12,patterns,0.003989,0.996011
69,hidden_variable_identification,13,patterns,0.00453,0.99547
69,hidden_variable_identification,14,patterns,0.00494,0.99506
69,hidden_variable_identification,15,patterns,0.005563,0.994437
69,hidden_variable_identification,16,patterns,0.006196,0.993804
69,hidden_variable_identification,17,patterns,0.006697,0.993303
69,hidden_variable_identification,18,patterns,0.008055,0.991945
69,hidden_variable_identification,19,patterns,0.009568,0.990432
69,hidden_variable_identification,20,patterns,0.012378,0.987622
69,hidden_variable_identification,21,patterns,0.01376,0.98624
69,hidden_variable_identification,22,patterns,0.015356,0.984644
69,hidden_variable_identification,23,patterns,0.018808,0.981192
69,hidden_variable_identification,24,patterns,0.022692,0.977308
69,hidden_variable_identification,25,patterns,0.021028,0.978972
69,hidden_variable_identification,26,patterns,0.022544,0.977456
69,hidden_variable_identification,27,patterns,0.022463,0.977537
69,hidden_variable_identification,28,patterns,0.024251,0.975749
69,hidden_variable_identification,29,patterns,0.024308,0.975692
69,hidden_variable_identification,30,patterns,0.022188,0.977812
69,hidden_variable_identification,31,patterns,0.021207,0.978793
69,hidden_variable_identification,32,patterns,0.019222,0.980778
69,hidden_variable_identification,33,patterns,0.018003,0.981997
69,hidden_variable_identification,34,patterns,0.015184,0.984816
69,hidden_variable_identification,35,patterns,0.009355,0.990645
69,hidden_variable_identification,36,patterns,0.148442,0.851558
69,hidden_variable_identification,0,synthesis,0.097723,0.902277
69,hidden_variable_identification,1,synthesis,0.010895,0.989105
69,hidden_variable_identification,2,synthesis,0.011349,0.988651
69,hidden_variable_identification,3,synthesis,0.013912,0.986088
69,hidden_variable_identification,4,synthesis,0.015279,0.984721
69,hidden_variable_identification,5,synthesis,0.013043,0.986957
69,hidden_variable_identification,6,synthesis,0.01145,0.98855
69,hidden_variable_identification,7,synthesis,0.001207,0.998793
69,hidden_variable_identification,8,synthesis,0.001756,0.998244
69,hidden_variable_identification,9,synthesis,0.002375,0.997625
69,hidden_variable_identification,10,synthesis,0.002905,0.997095
69,hidden_variable_identification,11,synthesis,0.003274,0.996726
69,hidden_variable_identification,12,synthesis,0.003869,0.996131
69,hidden_variable_identification,13,synthesis,0.004453,0.995547
69,hidden_variable_identification,14,synthesis,0.004952,0.995048
69,hidden_variable_identification,15,synthesis,0.005658,0.994342
69,hidden_variable_identification,16,synthesis,0.00619,0.99381
69,hidden_variable_identification,17,synthesis,0.006695,0.993305
69,hidden_variable_identification,18,synthesis,0.008004,0.991996
69,hidden_variable_identification,19,synthesis,0.009158,0.990842
69,hidden_variable_identification,20,synthesis,0.011573,0.988427
69,hidden_variable_identification,21,synthesis,0.012775,0.987225
69,hidden_variable_identification,22,synthesis,0.014388,0.985612
69,hidden_variable_identification,23,synthesis,0.017789,0.982211
69,hidden_variable_identification,24,synthesis,0.021973,0.978027
69,hidden_variable_identification,25,synthesis,0.020519,0.979481
69,hidden_variable_identification,26,synthesis,0.021708,0.978292
69,hidden_variable_identification,27,synthesis,0.021604,0.978396
69,hidden_variable_identification,28,synthesis,0.023871,0.976129
69,hidden_variable_identification,29,synthesis,0.025471,0.974529
69,hidden_variable_identification,30,synthesis,0.022448,0.977552
69,hidden_variable_identification,31,synthesis,0.020864,0.979136
69,hidden_variable_identification,32,synthesis,0.01905,0.98095
69,hidden_variable_identification,33,synthesis,0.017412,0.982588
69,hidden_variable_identification,34,synthesis,0.014009,0.985991
69,hidden_variable_identification,35,synthesis,0.0082,0.9918
69,hidden_variable_identification,36,synthesis,0.070079,0.929921
69,hidden_variable_identification,0,reasoning,0.115729,0.884271
69,hidden_variable_identification,1,reasoning,0.011327,0.988673
69,hidden_variable_identification,2,reasoning,0.01251,0.98749
69,hidden_variable_identification,3,reasoning,0.015279,0.984721
69,hidden_variable_identification,4,reasoning,0.016456,0.983544
69,hidden_variable_identification,5,reasoning,0.01348,0.98652
69,hidden_variable_identification,6,reasoning,0.012041,0.987959
69,hidden_variable_identification,7,reasoning,0.001174,0.998826
69,hidden_variable_identification,8,reasoning,0.001641,0.998359
69,hidden_variable_identification,9,reasoning,0.002128,0.997872
69,hidden_variable_identification,10,reasoning,0.002423,0.997577
69,hidden_variable_identification,11,reasoning,0.002751,0.997249
69,hidden_variable_identification,12,reasoning,0.003435,0.996565
69,hidden_variable_identification,13,reasoning,0.003758,0.996242
69,hidden_variable_identification,14,reasoning,0.004033,0.995967
69,hidden_variable_identification,15,reasoning,0.004534,0.995466
69,hidden_variable_identification,16,reasoning,0.004977,0.995023
69,hidden_variable_identification,17,reasoning,0.005369,0.994631
69,hidden_variable_identification,18,reasoning,0.006348,0.993652
69,hidden_variable_identification,19,reasoning,0.007734,0.992266
69,hidden_variable_identification,20,reasoning,0.010665,0.989335
69,hidden_variable_identification,21,reasoning,0.01234,0.98766
69,hidden_variable_identification,22,reasoning,0.014728,0.985272
69,hidden_variable_identification,23,reasoning,0.018777,0.981223
69,hidden_variable_identification,24,reasoning,0.021899,0.978101
69,hidden_variable_identification,25,reasoning,0.019317,0.980683
69,hidden_variable_identification,26,reasoning,0.020144,0.979856
69,hidden_variable_identification,27,reasoning,0.019778,0.980222
69,hidden_variable_identification,28,reasoning,0.021443,0.978557
69,hidden_variable_identification,29,reasoning,0.022091,0.977909
69,hidden_variable_identification,30,reasoning,0.019482,0.980518
69,hidden_variable_identification,31,reasoning,0.018108,0.981892
69,hidden_variable_identification,32,reasoning,0.016495,0.983505
69,hidden_variable_identification,33,reasoning,0.01562,0.98438
69,hidden_variable_identification,34,reasoning,0.013302,0.986698
69,hidden_variable_identification,35,reasoning,0.008269,0.991731
69,hidden_variable_identification,36,reasoning,0.107766,0.892234
70,hidden_variable_identification,0,brainstorm,0.165686,0.834314
70,hidden_variable_identification,1,brainstorm,0.010966,0.989034
70,hidden_variable_identification,2,brainstorm,0.009591,0.990409
70,hidden_variable_identification,3,brainstorm,0.013746,0.986254
70,hidden_variable_identification,4,brainstorm,0.020042,0.979958
70,hidden_variable_identification,5,brainstorm,0.020173,0.979827
70,hidden_variable_identification,6,brainstorm,0.016178,0.983822
70,hidden_variable_identification,7,brainstorm,0.001326,0.998674
70,hidden_variable_identification,8,brainstorm,0.002236,0.997764
70,hidden_variable_identification,9,brainstorm,0.00287,0.99713
70,hidden_variable_identification,10,brainstorm,0.003223,0.996777
70,hidden_variable_identification,11,brainstorm,0.003653,0.996347
70,hidden_variable_identification,12,brainstorm,0.004202,0.995798
70,hidden_variable_identification,13,brainstorm,0.004669,0.995331
70,hidden_variable_identification,14,brainstorm,0.005463,0.994537
70,hidden_variable_identification,15,brainstorm,0.006537,0.993463
70,hidden_variable_identification,16,brainstorm,0.007111,0.992889
70,hidden_variable_identification,17,brainstorm,0.011181,0.988819
70,hidden_variable_identification,18,brainstorm,0.012441,0.987559
70,hidden_variable_identification,19,brainstorm,0.014066,0.985934
70,hidden_variable_identification,20,brainstorm,0.018528,0.981472
70,hidden_variable_identification,21,brainstorm,0.020417,0.979583
70,hidden_variable_identification,22,brainstorm,0.026215,0.973785
70,hidden_variable_identification,23,brainstorm,0.034158,0.965842
70,hidden_variable_identification,24,brainstorm,0.04034,0.95966
70,hidden_variable_identification,25,brainstorm,0.0367,0.9633
70,hidden_variable_identification,26,brainstorm,0.037327,0.962673
70,hidden_variable_identification,27,brainstorm,0.040954,0.959046
70,hidden_variable_identification,28,brainstorm,0.044275,0.955725
70,hidden_variable_identification,29,brainstorm,0.044017,0.955983
70,hidden_variable_identification,30,brainstorm,0.037773,0.962227
70,hidden_variable_identification,31,brainstorm,0.036012,0.963988
70,hidden_variable_identification,32,brainstorm,0.031687,0.968313
70,hidden_variable_identification,33,brainstorm,0.029922,0.970078
70,hidden_variable_identification,34,brainstorm,0.027313,0.972687
70,hidden_variable_identification,35,brainstorm,0.018385,0.981615
70,hidden_variable_identification,36,brainstorm,0.16154,0.83846
70,hidden_variable_identification,0,graph,0.121974,0.878026
70,hidden_variable_identification,1,graph,0.011261,0.988739
70,hidden_variable_identification,2,graph,0.011615,0.988385
70,hidden_variable_identification,3,graph,0.013546,0.986454
70,hidden_variable_identification,4,graph,0.015004,0.984996
70,hidden_variable_identification,5,graph,0.014894,0.985106
70,hidden_variable_identification,6,graph,0.012011,0.987989
70,hidden_variable_identification,7,graph,0.001056,0.998944
70,hidden_variable_identification,8,graph,0.001474,0.998526
70,hidden_variable_identification,9,graph,0.002098,0.997902
70,hidden_variable_identification,10,graph,0.002378,0.997622
70,hidden_variable_identification,11,graph,0.00273,0.99727
70,hidden_variable_identification,12,graph,0.003046,0.996954
70,hidden_variable_identification,13,graph,0.003538,0.996462
70,hidden_variable_identification,14,graph,0.003953,0.996047
70,hidden_variable_identification,15,graph,0.004184,0.995816
70,hidden_variable_identification,16,graph,0.004748,0.995252
70,hidden_variable_identification,17,graph,0.005172,0.994828
70,hidden_variable_identification,18,graph,0.006323,0.993677
70,hidden_variable_identification,19,graph,0.007161,0.992839
70,hidden_variable_identification,20,graph,0.009444,0.990556
70,hidden_variable_identification,21,graph,0.010747,0.989253
70,hidden_variable_identification,22,graph,0.01312,0.98688
70,hidden_variable_identification,23,graph,0.016874,0.983126
70,hidden_variable_identification,24,graph,0.019639,0.980361
70,hidden_variable_identification,25,graph,0.018574,0.981426
70,hidden_variable_identification,26,graph,0.019281,0.980719
70,hidden_variable_identification,27,graph,0.019788,0.980212
70,hidden_variable_identification,28,graph,0.021528,0.978472
70,hidden_variable_identification,29,graph,0.021728,0.978272
70,hidden_variable_identification,30,graph,0.019451,0.980549
70,hidden_variable_identification,31,graph,0.018953,0.981047
70,hidden_variable_identification,32,graph,0.017038,0.982962
70,hidden_variable_identification,33,graph,0.01596,0.98404
70,hidden_variable_identification,34,graph,0.013405,0.986595
70,hidden_variable_identification,35,graph,0.008522,0.991478
70,hidden_variable_identification,36,graph,0.105977,0.894023
70,hidden_variable_identification,0,patterns,0.116508,0.883492
70,hidden_variable_identification,1,patterns,0.010333,0.989667
70,hidden_variable_identification,2,patterns,0.009619,0.990381
70,hidden_variable_identification,3,patterns,0.011637,0.988363
70,hidden_variable_identification,4,patterns,0.014545,0.985455
70,hidden_variable_identification,5,patterns,0.014966,0.985034
70,hidden_variable_identification,6,patterns,0.012104,0.987896
70,hidden_variable_identification,7,patterns,0.001024,0.998976
70,hidden_variable_identification,8,patterns,0.001429,0.998571
70,hidden_variable_identification,9,patterns,0.002055,0.997945
70,hidden_variable_identification,10,patterns,0.002313,0.997687
70,hidden_variable_identification,11,patterns,0.002556,0.997444
70,hidden_variable_identification,12,patterns,0.002946,0.997054
70,hidden_variable_identification,13,patterns,0.003512,0.996488
70,hidden_variable_identification,14,patterns,0.003966,0.996034
70,hidden_variable_identification,15,patterns,0.004378,0.995622
70,hidden_variable_identification,16,patterns,0.005027,0.994973
70,hidden_variable_identification,17,patterns,0.005449,0.994551
70,hidden_variable_identification,18,patterns,0.00658,0.99342
70,hidden_variable_identification,19,patterns,0.007574,0.992426
70,hidden_variable_identification,20,patterns,0.010072,0.989928
70,hidden_variable_identification,21,patterns,0.010957,0.989043
70,hidden_variable_identification,22,patterns,0.012941,0.987059
70,hidden_variable_identification,23,patterns,0.016658,0.983342
70,hidden_variable_identification,24,patterns,0.01961,0.98039
70,hidden_variable_identification,25,patterns,0.018879,0.981121
70,hidden_variable_identification,26,patterns,0.020161,0.979839
70,hidden_variable_identification,27,patterns,0.020229,0.979771
70,hidden_variable_identification,28,patterns,0.02231,0.97769
70,hidden_variable_identification,29,patterns,0.022617,0.977383
70,hidden_variable_identification,30,patterns,0.020939,0.979061
70,hidden_variable_identification,31,patterns,0.020766,0.979234
70,hidden_variable_identification,32,patterns,0.018877,0.981123
70,hidden_variable_identification,33,patterns,0.017828,0.982172
70,hidden_variable_identification,34,patterns,0.014865,0.985135
70,hidden_variable_identification,35,patterns,0.009272,0.990728
70,hidden_variable_identification,36,patterns,0.07408,0.92592
70,hidden_variable_identification,0,synthesis,0.146615,0.853385
70,hidden_variable_identification,1,synthesis,0.011799,0.988201
70,hidden_variable_identification,2,synthesis,0.010468,0.989532
70,hidden_variable_identification,3,synthesis,0.010689,0.989311
70,hidden_variable_identification,4,synthesis,0.010954,0.989046
70,hidden_variable_identification,5,synthesis,0.010869,0.989131
70,hidden_variable_identification,6,synthesis,0.008626,0.991374
70,hidden_variable_identification,7,synthesis,0.000721,0.999279
70,hidden_variable_identification,8,synthesis,0.000937,0.999063
70,hidden_variable_identification,9,synthesis,0.001227,0.998773
70,hidden_variable_identification,10,synthesis,0.001365,0.998635
70,hidden_variable_identification,11,synthesis,0.001527,0.998473
70,hidden_variable_identification,12,synthesis,0.001673,0.998327
70,hidden_variable_identification,13,synthesis,0.001987,0.998013
70,hidden_variable_identification,14,synthesis,0.002251,0.997749
70,hidden_variable_identification,15,synthesis,0.002414,0.997586
70,hidden_variable_identification,16,synthesis,0.002723,0.997277
70,hidden_variable_identification,17,synthesis,0.003031,0.996969
70,hidden_variable_identification,18,synthesis,0.00348,0.99652
70,hidden_variable_identification,19,synthesis,0.004035,0.995965
70,hidden_variable_identification,20,synthesis,0.005341,0.994659
70,hidden_variable_identification,21,synthesis,0.006021,0.993979
70,hidden_variable_identification,22,synthesis,0.006942,0.993058
70,hidden_variable_identification,23,synthesis,0.008673,0.991327
70,hidden_variable_identification,24,synthesis,0.010038,0.989962
70,hidden_variable_identification,25,synthesis,0.009227,0.990773
70,hidden_variable_identification,26,synthesis,0.010146,0.989854
70,hidden_variable_identification,27,synthesis,0.010664,0.989336
70,hidden_variable_identification,28,synthesis,0.011856,0.988144
70,hidden_variable_identification,29,synthesis,0.012424,0.987576
70,hidden_variable_identification,30,synthesis,0.011627,0.988373
70,hidden_variable_identification,31,synthesis,0.010883,0.989117
70,hidden_variable_identification,32,synthesis,0.009755,0.990245
70,hidden_variable_identification,33,synthesis,0.00918,0.99082
70,hidden_variable_identification,34,synthesis,0.007769,0.992231
70,hidden_variable_identification,35,synthesis,0.005209,0.994791
70,hidden_variable_identification,36,synthesis,0.027695,0.972305
70,hidden_variable_identification,0,reasoning,0.129242,0.870758
70,hidden_variable_identification,1,reasoning,0.011107,0.988893
70,hidden_variable_identification,2,reasoning,0.010535,0.989465
70,hidden_variable_identification,3,reasoning,0.012829,0.987171
70,hidden_variable_identification,4,reasoning,0.015839,0.984161
70,hidden_variable_identification,5,reasoning,0.014657,0.985343
70,hidden_variable_identification,6,reasoning,0.011859,0.988141
70,hidden_variable_identification,7,reasoning,0.00103,0.99897
70,hidden_variable_identification,8,reasoning,0.001459,0.998541
70,hidden_variable_identification,9,reasoning,0.002015,0.997985
70,hidden_variable_identification,10,reasoning,0.002225,0.997775
70,hidden_variable_identification,11,reasoning,0.00238,0.99762
70,hidden_variable_identification,12,reasoning,0.002826,0.997174
70,hidden_variable_identification,13,reasoning,0.003252,0.996748
70,hidden_variable_identification,14,reasoning,0.003724,0.996276
70,hidden_variable_identification,15,reasoning,0.00423,0.99577
70,hidden_variable_identification,16,reasoning,0.004755,0.995245
70,hidden_variable_identification,17,reasoning,0.008859,0.991141
70,hidden_variable_identification,18,reasoning,0.009794,0.990206
70,hidden_variable_identification,19,reasoning,0.010887,0.989113
70,hidden_variable_identification,20,reasoning,0.013682,0.986318
70,hidden_variable_identification,21,reasoning,0.014383,0.985617
70,hidden_variable_identification,22,reasoning,0.01651,0.98349
70,hidden_variable_identification,23,reasoning,0.020509,0.979491
70,hidden_variable_identification,24,reasoning,0.022873,0.977127
70,hidden_variable_identification,25,reasoning,0.020951,0.979049
70,hidden_variable_identification,26,reasoning,0.020686,0.979314
70,hidden_variable_identification,27,reasoning,0.020747,0.979253
70,hidden_variable_identification,28,reasoning,0.022664,0.977336
70,hidden_variable_identification,29,reasoning,0.022871,0.977129
70,hidden_variable_identification,30,reasoning,0.020197,0.979803
70,hidden_variable_identification,31,reasoning,0.019234,0.980766
70,hidden_variable_identification,32,reasoning,0.017081,0.982919
70,hidden_variable_identification,33,reasoning,0.015981,0.984019
70,hidden_variable_identification,34,reasoning,0.013442,0.986558
70,hidden_variable_identification,35,reasoning,0.008426,0.991574
70,hidden_variable_identification,36,reasoning,0.118145,0.881855
71,model_abstraction_and_breakdown,0,brainstorm,0.079348,0.920652
71,model_abstraction_and_breakdown,1,brainstorm,0.010516,0.989484
71,model_abstraction_and_breakdown,2,brainstorm,0.011313,0.988687
71,model_abstraction_and_breakdown,3,brainstorm,0.016062,0.983938
71,model_abstraction_and_breakdown,4,brainstorm,0.020639,0.979361
71,model_abstraction_and_breakdown,5,brainstorm,0.018801,0.981199
71,model_abstraction_and_breakdown,6,brainstorm,0.016186,0.983814
71,model_abstraction_and_breakdown,7,brainstorm,0.002395,0.997605
71,model_abstraction_and_breakdown,8,brainstorm,0.003312,0.996688
71,model_abstraction_and_breakdown,9,brainstorm,0.003826,0.996174
71,model_abstraction_and_breakdown,10,brainstorm,0.004215,0.995785
71,model_abstraction_and_breakdown,11,brainstorm,0.00455,0.99545
71,model_abstraction_and_breakdown,12,brainstorm,0.005171,0.994829
71,model_abstraction_and_breakdown,13,brainstorm,0.005359,0.994641
71,model_abstraction_and_breakdown,14,brainstorm,0.006574,0.993426
71,model_abstraction_and_breakdown,15,brainstorm,0.007483,0.992517
71,model_abstraction_and_breakdown,16,brainstorm,0.008054,0.991946
71,model_abstraction_and_breakdown,17,brainstorm,0.008248,0.991752
71,model_abstraction_and_breakdown,18,brainstorm,0.010424,0.989576
71,model_abstraction_and_breakdown,19,brainstorm,0.012492,0.987508
71,model_abstraction_and_breakdown,20,brainstorm,0.016984,0.983016
71,model_abstraction_and_breakdown,21,brainstorm,0.019276,0.980724
71,model_abstraction_and_breakdown,22,brainstorm,0.026038,0.973962
71,model_abstraction_and_breakdown,23,brainstorm,0.032087,0.967913
71,model_abstraction_and_breakdown,24,brainstorm,0.037531,0.962469
71,model_abstraction_and_breakdown,25,brainstorm,0.032256,0.967744
71,model_abstraction_and_breakdown,26,brainstorm,0.033215,0.966785
71,model_abstraction_and_breakdown,27,brainstorm,0.036177,0.963823
71,model_abstraction_and_breakdown,28,brainstorm,0.038087,0.961913
71,model_abstraction_and_breakdown,29,brainstorm,0.03843,0.96157
71,model_abstraction_and_breakdown,30,brainstorm,0.03218,0.96782
71,model_abstraction_and_breakdown,31,brainstorm,0.031521,0.968479
71,model_abstraction_and_breakdown,32,brainstorm,0.027994,0.972006
71,model_abstraction_and_breakdown,33,brainstorm,0.026782,0.973218
71,model_abstraction_and_breakdown,34,brainstorm,0.023823,0.976177
71,model_abstraction_and_breakdown,35,brainstorm,0.015803,0.984197
71,model_abstraction_and_breakdown,36,brainstorm,0.122264,0.877736
71,model_abstraction_and_breakdown,0,graph,0.12048,0.87952
71,model_abstraction_and_breakdown,1,graph,0.017305,0.982695
71,model_abstraction_and_breakdown,2,graph,0.019747,0.980253
71,model_abstraction_and_breakdown,3,graph,0.024836,0.975164
71,model_abstraction_and_breakdown,4,graph,0.028109,0.971891
71,model_abstraction_and_breakdown,5,graph,0.024893,0.975107
71,model_abstraction_and_breakdown,6,graph,0.022817,0.977183
71,model_abstraction_and_breakdown,7,graph,0.002756,0.997244
71,model_abstraction_and_breakdown,8,graph,0.003468,0.996532
71,model_abstraction_and_breakdown,9,graph,0.00437,0.99563
71,model_abstraction_and_breakdown,10,graph,0.00514,0.99486
71,model_abstraction_and_breakdown,11,graph,0.006134,0.993866
71,model_abstraction_and_breakdown,12,graph,0.007558,0.992442
71,model_abstraction_and_breakdown,13,graph,0.00821,0.99179
71,model_abstraction_and_breakdown,14,graph,0.009156,0.990844
71,model_abstraction_and_breakdown,15,graph,0.009968,0.990032
71,model_abstraction_and_breakdown,16,graph,0.01126,0.98874
71,model_abstraction_and_breakdown,17,graph,0.011482,0.988518
71,model_abstraction_and_breakdown,18,graph,0.013324,0.986676
71,model_abstraction_and_breakdown,19,graph,0.0158,0.9842
71,model_abstraction_and_breakdown,20,graph,0.019224,0.980776
71,model_abstraction_and_breakdown,21,graph,0.020649,0.979351
71,model_abstraction_and_breakdown,22,graph,0.023693,0.976307
71,model_abstraction_and_breakdown,23,graph,0.02807,0.97193
71,model_abstraction_and_breakdown,24,graph,0.033975,0.966025
71,model_abstraction_and_breakdown,25,graph,0.033695,0.966305
71,model_abstraction_and_breakdown,26,graph,0.036588,0.963412
71,model_abstraction_and_breakdown,27,graph,0.0385,0.9615
71,model_abstraction_and_breakdown,28,graph,0.04206,0.95794
71,model_abstraction_and_breakdown,29,graph,0.046544,0.953456
71,model_abstraction_and_breakdown,30,graph,0.043065,0.956935
71,model_abstraction_and_breakdown,31,graph,0.041225,0.958775
71,model_abstraction_and_breakdown,32,graph,0.03825,0.96175
71,model_abstraction_and_breakdown,33,graph,0.034953,0.965047
71,model_abstraction_and_breakdown,34,graph,0.028633,0.971367
71,model_abstraction_and_breakdown,35,graph,0.017395,0.982605
71,model_abstraction_and_breakdown,36,graph,0.152408,0.847592
71,model_abstraction_and_breakdown,0,patterns,0.170772,0.829228
71,model_abstraction_and_breakdown,1,patterns,0.020473,0.979527
71,model_abstraction_and_breakdown,2,patterns,0.022204,0.977796
71,model_abstraction_and_breakdown,3,patterns,0.027118,0.972882
71,model_abstraction_and_breakdown,4,patterns,0.031174,0.968826
71,model_abstraction_and_breakdown,5,patterns,0.026762,0.973238
71,model_abstraction_and_breakdown,6,patterns,0.024221,0.975779
71,model_abstraction_and_breakdown,7,patterns,0.002874,0.997126
71,model_abstraction_and_breakdown,8,patterns,0.003525,0.996475
71,model_abstraction_and_breakdown,9,patterns,0.00428,0.99572
71,model_abstraction_and_breakdown,10,patterns,0.005032,0.994968
71,model_abstraction_and_breakdown,11,patterns,0.005906,0.994094
71,model_abstraction_and_breakdown,12,patterns,0.007181,0.992819
71,model_abstraction_and_breakdown,13,patterns,0.007661,0.992339
71,model_abstraction_and_breakdown,14,patterns,0.008627,0.991373
71,model_abstraction_and_breakdown,15,patterns,0.009289,0.990711
71,model_abstraction_and_breakdown,16,patterns,0.010424,0.989576
71,model_abstraction_and_breakdown,17,patterns,0.010669,0.989331
71,model_abstraction_and_breakdown,18,patterns,0.012477,0.987523
71,model_abstraction_and_breakdown,19,patterns,0.015058,0.984942
71,model_abstraction_and_breakdown,20,patterns,0.01897,0.98103
71,model_abstraction_and_breakdown,21,patterns,0.020403,0.979597
71,model_abstraction_and_breakdown,22,patterns,0.02362,0.97638
71,model_abstraction_and_breakdown,23,patterns,0.027358,0.972642
71,model_abstraction_and_breakdown,24,patterns,0.032557,0.967443
71,model_abstraction_and_breakdown,25,patterns,0.031951,0.968049
71,model_abstraction_and_breakdown,26,patterns,0.034809,0.965191
71,model_abstraction_and_breakdown,27,patterns,0.036984,0.963016
71,model_abstraction_and_breakdown,28,patterns,0.040212,0.959788
71,model_abstraction_and_breakdown,29,patterns,0.043936,0.956064
71,model_abstraction_and_breakdown,30,patterns,0.040569,0.959431
71,model_abstraction_and_breakdown,31,patterns,0.039401,0.960599
71,model_abstraction_and_breakdown,32,patterns,0.036489,0.963511
71,model_abstraction_and_breakdown,33,patterns,0.03369,0.96631
71,model_abstraction_and_breakdown,34,patterns,0.027716,0.972284
71,model_abstraction_and_breakdown,35,patterns,0.016733,0.983267
71,model_abstraction_and_breakdown,36,patterns,0.142819,0.857181
71,model_abstraction_and_breakdown,0,synthesis,0.057114,0.942886
71,model_abstraction_and_breakdown,1,synthesis,0.007036,0.992964
71,model_abstraction_and_breakdown,2,synthesis,0.007566,0.992434
71,model_abstraction_and_breakdown,3,synthesis,0.009384,0.990616
71,model_abstraction_and_breakdown,4,synthesis,0.010841,0.989159
71,model_abstraction_and_breakdown,5,synthesis,0.0094,0.9906
71,model_abstraction_and_breakdown,6,synthesis,0.008589,0.991411
71,model_abstraction_and_breakdown,7,synthesis,0.001729,0.998271
71,model_abstraction_and_breakdown,8,synthesis,0.002194,0.997806
71,model_abstraction_and_breakdown,9,synthesis,0.002663,0.997337
71,model_abstraction_and_breakdown,10,synthesis,0.002873,0.997127
71,model_abstraction_and_breakdown,11,synthesis,0.003339,0.996661
71,model_abstraction_and_breakdown,12,synthesis,0.003934,0.996066
71,model_abstraction_and_breakdown,13,synthesis,0.004283,0.995717
71,model_abstraction_and_breakdown,14,synthesis,0.004801,0.995199
71,model_abstraction_and_breakdown,15,synthesis,0.005101,0.994899
71,model_abstraction_and_breakdown,16,synthesis,0.005619,0.994381
71,model_abstraction_and_breakdown,17,synthesis,0.005796,0.994204
71,model_abstraction_and_breakdown,18,synthesis,0.006581,0.993419
71,model_abstraction_and_breakdown,19,synthesis,0.007914,0.992086
71,model_abstraction_and_breakdown,20,synthesis,0.00998,0.99002
71,model_abstraction_and_breakdown,21,synthesis,0.010398,0.989602
71,model_abstraction_and_breakdown,22,synthesis,0.0119,0.9881
71,model_abstraction_and_breakdown,23,synthesis,0.013075,0.986925
71,model_abstraction_and_breakdown,24,synthesis,0.015417,0.984583
71,model_abstraction_and_breakdown,25,synthesis,0.014058,0.985942
71,model_abstraction_and_breakdown,26,synthesis,0.014806,0.985194
71,model_abstraction_and_breakdown,27,synthesis,0.015038,0.984962
71,model_abstraction_and_breakdown,28,synthesis,0.01614,0.98386
71,model_abstraction_and_breakdown,29,synthesis,0.017109,0.982891
71,model_abstraction_and_breakdown,30,synthesis,0.015363,0.984637
71,model_abstraction_and_breakdown,31,synthesis,0.014273,0.985727
71,model_abstraction_and_breakdown,32,synthesis,0.013252,0.986748
71,model_abstraction_and_breakdown,33,synthesis,0.012263,0.987737
71,model_abstraction_and_breakdown,34,synthesis,0.010267,0.989733
71,model_abstraction_and_breakdown,35,synthesis,0.006124,0.993876
71,model_abstraction_and_breakdown,36,synthesis,0.044465,0.955535
71,model_abstraction_and_breakdown,0,reasoning,0.128978,0.871022
71,model_abstraction_and_breakdown,1,reasoning,0.016564,0.983436
71,model_abstraction_and_breakdown,2,reasoning,0.018538,0.981462
71,model_abstraction_and_breakdown,3,reasoning,0.022922,0.977078
71,model_abstraction_and_breakdown,4,reasoning,0.026552,0.973448
71,model_abstraction_and_breakdown,5,reasoning,0.023116,0.976884
71,model_abstraction_and_breakdown,6,reasoning,0.021395,0.978605
71,model_abstraction_and_breakdown,7,reasoning,0.002936,0.997064
71,model_abstraction_and_breakdown,8,reasoning,0.003709,0.996291
71,model_abstraction_and_breakdown,9,reasoning,0.004673,0.995327
71,model_abstraction_and_breakdown,10,reasoning,0.005394,0.994606
71,model_abstraction_and_breakdown,11,reasoning,0.006523,0.993477
71,model_abstraction_and_breakdown,12,reasoning,0.008083,0.991917
71,model_abstraction_and_breakdown,13,reasoning,0.008634,0.991366
71,model_abstraction_and_breakdown,14,reasoning,0.009719,0.990281
71,model_abstraction_and_breakdown,15,reasoning,0.010341,0.989659
71,model_abstraction_and_breakdown,16,reasoning,0.011652,0.988348
71,model_abstraction_and_breakdown,17,reasoning,0.011991,0.988009
71,model_abstraction_and_breakdown,18,reasoning,0.013938,0.986062
